herd,year,treatment,applied,intensity
Tonquin,2012,feed,0,NA
Tonquin,2013,feed,0,NA
Tonquin,2014,feed,0,NA
Tonquin,2015,feed,0,NA
Tonquin,2016,feed,0,NA
Tonquin,2017,feed,0,NA
Tonquin,2018,feed,0,NA
Tonquin,2019,feed,0,NA
Tonquin,2020,feed,0,NA
Tonquin,2021,feed,0,NA
Tonquin,2022,feed,0,NA
Tonquin,2023,feed,0,NA
Tweedsmuir,1973,reduce wolves,NA,NA
Tweedsmuir,1974,reduce wolves,NA,NA
Tweedsmuir,1975,reduce wolves,NA,NA
Tweedsmuir,1976,reduce wolves,NA,NA
Tweedsmuir,1977,reduce wolves,NA,NA
Tweedsmuir,1978,reduce wolves,NA,NA
Tweedsmuir,1979,reduce wolves,NA,NA
Tweedsmuir,1980,reduce wolves,NA,NA
Tweedsmuir,1981,reduce wolves,NA,NA
Tweedsmuir,1982,reduce wolves,NA,NA
Tweedsmuir,1983,reduce wolves,0,NA
Tweedsmuir,1984,reduce wolves,0,NA
Tweedsmuir,1985,reduce wolves,0,NA
Tweedsmuir,1986,reduce wolves,0,NA
Tweedsmuir,1987,reduce wolves,0,NA
Tweedsmuir,1988,reduce wolves,0,NA
Tweedsmuir,1989,reduce wolves,0,NA
Tweedsmuir,1990,reduce wolves,0,NA
Tweedsmuir,1991,reduce wolves,0,NA
Tweedsmuir,1992,reduce wolves,0,NA
Tweedsmuir,1993,reduce wolves,0,NA
Tweedsmuir,1994,reduce wolves,0,NA
Tweedsmuir,1995,reduce wolves,0,NA
Tweedsmuir,1996,reduce wolves,0,NA
Tweedsmuir,1997,reduce wolves,0,NA
Tweedsmuir,1998,reduce wolves,0,NA
Tweedsmuir,1999,reduce wolves,0,NA
Tweedsmuir,2000,reduce wolves,0,NA
Tweedsmuir,2001,reduce wolves,0,NA
Tweedsmuir,2002,reduce wolves,0,NA
Tweedsmuir,2003,reduce wolves,0,NA
Tweedsmuir,2004,reduce wolves,0,NA
Tweedsmuir,2005,reduce wolves,0,NA
Tweedsmuir,2006,reduce wolves,0,NA
Tweedsmuir,2007,reduce wolves,0,NA
Tweedsmuir,2008,reduce wolves,0,NA
Tweedsmuir,2009,reduce wolves,0,NA
Tweedsmuir,2010,reduce wolves,0,NA
Tweedsmuir,2011,reduce wolves,0,NA
Tweedsmuir,2012,reduce wolves,0,NA
Tweedsmuir,2013,reduce wolves,0,NA
Tweedsmuir,2014,reduce wolves,0,NA
Tweedsmuir,2015,reduce wolves,0,NA
Tweedsmuir,2016,reduce wolves,0,NA
Tweedsmuir,2017,reduce wolves,0,NA
Tweedsmuir,2018,reduce wolves,0,NA
Tweedsmuir,2019,reduce wolves,0,NA
Tweedsmuir,2020,reduce wolves,0,NA
Tweedsmuir,2021,reduce wolves,1,NA
Tweedsmuir,2022,reduce wolves,1,NA
Tweedsmuir,2023,reduce wolves,1,NA
Tweedsmuir,1973,sterilize wolves,NA,NA
Tweedsmuir,1974,sterilize wolves,NA,NA
Tweedsmuir,1975,sterilize wolves,NA,NA
Tweedsmuir,1976,sterilize wolves,NA,NA
Tweedsmuir,1977,sterilize wolves,NA,NA
Tweedsmuir,1978,sterilize wolves,NA,NA
Tweedsmuir,1979,sterilize wolves,NA,NA
Tweedsmuir,1980,sterilize wolves,NA,NA
Tweedsmuir,1981,sterilize wolves,NA,NA
Tweedsmuir,1982,sterilize wolves,NA,NA
Tweedsmuir,1983,sterilize wolves,0,NA
Tweedsmuir,1984,sterilize wolves,0,NA
Tweedsmuir,1985,sterilize wolves,0,NA
Tweedsmuir,1986,sterilize wolves,0,NA
Tweedsmuir,1987,sterilize wolves,0,NA
Tweedsmuir,1988,sterilize wolves,0,NA
Tweedsmuir,1989,sterilize wolves,0,NA
Tweedsmuir,1990,sterilize wolves,0,NA
Tweedsmuir,1991,sterilize wolves,0,NA
Tweedsmuir,1992,sterilize wolves,0,NA
Tweedsmuir,1993,sterilize wolves,0,NA
Tweedsmuir,1994,sterilize wolves,0,NA
Tweedsmuir,1995,sterilize wolves,0,NA
Tweedsmuir,1996,sterilize wolves,0,NA
Tweedsmuir,1997,sterilize wolves,0,NA
Tweedsmuir,1998,sterilize wolves,0,NA
Tweedsmuir,1999,sterilize wolves,0,NA
Tweedsmuir,2000,sterilize wolves,0,NA
Tweedsmuir,2001,sterilize wolves,0,NA
Tweedsmuir,2002,sterilize wolves,0,NA
Tweedsmuir,2003,sterilize wolves,0,NA
Tweedsmuir,2004,sterilize wolves,0,NA
Tweedsmuir,2005,sterilize wolves,0,NA
Tweedsmuir,2006,sterilize wolves,0,NA
Tweedsmuir,2007,sterilize wolves,0,NA
Tweedsmuir,2008,sterilize wolves,0,NA
Tweedsmuir,2009,sterilize wolves,0,NA
Tweedsmuir,2010,sterilize wolves,0,NA
Tweedsmuir,2011,sterilize wolves,0,NA
Tweedsmuir,2012,sterilize wolves,0,NA
Tweedsmuir,2013,sterilize wolves,0,NA
Tweedsmuir,2014,sterilize wolves,0,NA
Tweedsmuir,2015,sterilize wolves,0,NA
Tweedsmuir,2016,sterilize wolves,0,NA
Tweedsmuir,2017,sterilize wolves,0,NA
Tweedsmuir,2018,sterilize wolves,0,NA
Tweedsmuir,2019,sterilize wolves,0,NA
Tweedsmuir,2020,sterilize wolves,0,NA
Tweedsmuir,2021,sterilize wolves,0,NA
Tweedsmuir,2022,sterilize wolves,0,NA
Tweedsmuir,2023,sterilize wolves,0,NA
Tweedsmuir,1973,transplant,NA,NA
Tweedsmuir,1974,transplant,NA,NA
Tweedsmuir,1975,transplant,NA,NA
Tweedsmuir,1976,transplant,NA,NA
Tweedsmuir,1977,transplant,NA,NA
Tweedsmuir,1978,transplant,NA,NA
Tweedsmuir,1979,transplant,NA,NA
Tweedsmuir,1980,transplant,NA,NA
Tweedsmuir,1981,transplant,NA,NA
Tweedsmuir,1982,transplant,NA,NA
Tweedsmuir,1983,transplant,0,NA
Tweedsmuir,1984,transplant,0,NA
Tweedsmuir,1985,transplant,0,NA
Tweedsmuir,1986,transplant,0,NA
Tweedsmuir,1987,transplant,0,NA
Tweedsmuir,1988,transplant,0,NA
Tweedsmuir,1989,transplant,0,NA
Tweedsmuir,1990,transplant,0,NA
Tweedsmuir,1991,transplant,0,NA
Tweedsmuir,1992,transplant,0,NA
Tweedsmuir,1993,transplant,0,NA
Tweedsmuir,1994,transplant,0,NA
Tweedsmuir,1995,transplant,0,NA
Tweedsmuir,1996,transplant,0,NA
Tweedsmuir,1997,transplant,0,NA
Tweedsmuir,1998,transplant,0,NA
Tweedsmuir,1999,transplant,0,NA
Tweedsmuir,2000,transplant,0,NA
Tweedsmuir,2001,transplant,0,NA
Tweedsmuir,2002,transplant,0,NA
Tweedsmuir,2003,transplant,0,NA
Tweedsmuir,2004,transplant,0,NA
Tweedsmuir,2005,transplant,0,NA
Tweedsmuir,2006,transplant,0,NA
Tweedsmuir,2007,transplant,0,NA
Tweedsmuir,2008,transplant,0,NA
Tweedsmuir,2009,transplant,0,NA
Tweedsmuir,2010,transplant,0,NA
Tweedsmuir,2011,transplant,0,NA
Tweedsmuir,2012,transplant,0,NA
Tweedsmuir,2013,transplant,0,NA
Tweedsmuir,2014,transplant,0,NA
Tweedsmuir,2015,transplant,0,NA
Tweedsmuir,2016,transplant,0,NA
Tweedsmuir,2017,transplant,0,NA
Tweedsmuir,2018,transplant,0,NA
Tweedsmuir,2019,transplant,0,NA
Tweedsmuir,2020,transplant,0,NA
Tweedsmuir,2021,transplant,0,NA
Tweedsmuir,2022,transplant,0,NA
Tweedsmuir,2023,transplant,0,NA
Tweedsmuir,1973,pen,NA,NA
Tweedsmuir,1974,pen,NA,NA
Tweedsmuir,1975,pen,NA,NA
Tweedsmuir,1976,pen,NA,NA
Tweedsmuir,1977,pen,NA,NA
Tweedsmuir,1978,pen,NA,NA
Tweedsmuir,1979,pen,NA,NA
Tweedsmuir,1980,pen,NA,NA
Tweedsmuir,1981,pen,NA,NA
Tweedsmuir,1982,pen,NA,NA
Tweedsmuir,1983,pen,0,NA
Tweedsmuir,1984,pen,0,NA
Tweedsmuir,1985,pen,0,NA
Tweedsmuir,1986,pen,0,NA
Tweedsmuir,1987,pen,0,NA
Tweedsmuir,1988,pen,0,NA
Tweedsmuir,1989,pen,0,NA
Tweedsmuir,1990,pen,0,NA
Tweedsmuir,1991,pen,0,NA
Tweedsmuir,1992,pen,0,NA
Tweedsmuir,1993,pen,0,NA
Tweedsmuir,1994,pen,0,NA
Tweedsmuir,1995,pen,0,NA
Tweedsmuir,1996,pen,0,NA
Tweedsmuir,1997,pen,0,NA
Tweedsmuir,1998,pen,0,NA
Tweedsmuir,1999,pen,0,NA
Tweedsmuir,2000,pen,0,NA
Tweedsmuir,2001,pen,0,NA
Tweedsmuir,2002,pen,0,NA
Tweedsmuir,2003,pen,0,NA
Tweedsmuir,2004,pen,0,NA
Tweedsmuir,2005,pen,0,NA
Tweedsmuir,2006,pen,0,NA
Tweedsmuir,2007,pen,0,NA
Tweedsmuir,2008,pen,0,NA
Tweedsmuir,2009,pen,0,NA
Tweedsmuir,2010,pen,0,NA
Tweedsmuir,2011,pen,0,NA
Tweedsmuir,2012,pen,0,NA
Tweedsmuir,2013,pen,0,NA
Tweedsmuir,2014,pen,0,NA
Tweedsmuir,2015,pen,0,NA
Tweedsmuir,2016,pen,0,NA
Tweedsmuir,2017,pen,0,NA
Tweedsmuir,2018,pen,0,NA
Tweedsmuir,2019,pen,0,NA
Tweedsmuir,2020,pen,0,NA
Tweedsmuir,2021,pen,0,NA
Tweedsmuir,2022,pen,0,NA
Tweedsmuir,2023,pen,0,NA
Tweedsmuir,1973,reduce moose,NA,NA
Tweedsmuir,1974,reduce moose,NA,NA
Tweedsmuir,1975,reduce moose,NA,NA
Tweedsmuir,1976,reduce moose,NA,NA
Tweedsmuir,1977,reduce moose,NA,NA
Tweedsmuir,1978,reduce moose,NA,NA
Tweedsmuir,1979,reduce moose,NA,NA
Tweedsmuir,1980,reduce moose,NA,NA
Tweedsmuir,1981,reduce moose,NA,NA
Tweedsmuir,1982,reduce moose,NA,NA
Tweedsmuir,1983,reduce moose,0,NA
Tweedsmuir,1984,reduce moose,0,NA
Tweedsmuir,1985,reduce moose,0,NA
Tweedsmuir,1986,reduce moose,0,NA
Tweedsmuir,1987,reduce moose,0,NA
Tweedsmuir,1988,reduce moose,0,NA
Tweedsmuir,1989,reduce moose,0,NA
Tweedsmuir,1990,reduce moose,0,NA
Tweedsmuir,1991,reduce moose,0,NA
Tweedsmuir,1992,reduce moose,0,NA
Tweedsmuir,1993,reduce moose,0,NA
Tweedsmuir,1994,reduce moose,0,NA
Tweedsmuir,1995,reduce moose,0,NA
Tweedsmuir,1996,reduce moose,0,NA
Tweedsmuir,1997,reduce moose,0,NA
Tweedsmuir,1998,reduce moose,0,NA
Tweedsmuir,1999,reduce moose,0,NA
Tweedsmuir,2000,reduce moose,0,NA
Tweedsmuir,2001,reduce moose,0,NA
Tweedsmuir,2002,reduce moose,0,NA
Tweedsmuir,2003,reduce moose,0,NA
Tweedsmuir,2004,reduce moose,0,NA
Tweedsmuir,2005,reduce moose,0,NA
Tweedsmuir,2006,reduce moose,0,NA
Tweedsmuir,2007,reduce moose,0,NA
Tweedsmuir,2008,reduce moose,0,NA
Tweedsmuir,2009,reduce moose,0,NA
Tweedsmuir,2010,reduce moose,0,NA
Tweedsmuir,2011,reduce moose,0,NA
Tweedsmuir,2012,reduce moose,0,NA
Tweedsmuir,2013,reduce moose,0,NA
Tweedsmuir,2014,reduce moose,0,NA
Tweedsmuir,2015,reduce moose,0,NA
Tweedsmuir,2016,reduce moose,0,NA
Tweedsmuir,2017,reduce moose,0,NA
Tweedsmuir,2018,reduce moose,0,NA
Tweedsmuir,2019,reduce moose,0,NA
Tweedsmuir,2020,reduce moose,0,NA
Tweedsmuir,2021,reduce moose,0,NA
Tweedsmuir,2022,reduce moose,0,NA
Tweedsmuir,2023,reduce moose,0,NA
Tweedsmuir,1973,feed,NA,NA
Tweedsmuir,1974,feed,NA,NA
Tweedsmuir,1975,feed,NA,NA
Tweedsmuir,1976,feed,NA,NA
Tweedsmuir,1977,feed,NA,NA
Tweedsmuir,1978,feed,NA,NA
Tweedsmuir,1979,feed,NA,NA
Tweedsmuir,1980,feed,NA,NA
Tweedsmuir,1981,feed,NA,NA
Tweedsmuir,1982,feed,NA,NA
Tweedsmuir,1983,feed,0,NA
Tweedsmuir,1984,feed,0,NA
Tweedsmuir,1985,feed,0,NA
Tweedsmuir,1986,feed,0,NA
Tweedsmuir,1987,feed,0,NA
Tweedsmuir,1988,feed,0,NA
Tweedsmuir,1989,feed,0,NA
Tweedsmuir,1990,feed,0,NA
Tweedsmuir,1991,feed,0,NA
Tweedsmuir,1992,feed,0,NA
Tweedsmuir,1993,feed,0,NA
Tweedsmuir,1994,feed,0,NA
Tweedsmuir,1995,feed,0,NA
Tweedsmuir,1996,feed,0,NA
Tweedsmuir,1997,feed,0,NA
Tweedsmuir,1998,feed,0,NA
Tweedsmuir,1999,feed,0,NA
Tweedsmuir,2000,feed,0,NA
Tweedsmuir,2001,feed,0,NA
Tweedsmuir,2002,feed,0,NA
Tweedsmuir,2003,feed,0,NA
Tweedsmuir,2004,feed,0,NA
Tweedsmuir,2005,feed,0,NA
Tweedsmuir,2006,feed,0,NA
Tweedsmuir,2007,feed,0,NA
Tweedsmuir,2008,feed,0,NA
Tweedsmuir,2009,feed,0,NA
Tweedsmuir,2010,feed,0,NA
Tweedsmuir,2011,feed,0,NA
Tweedsmuir,2012,feed,0,NA
Tweedsmuir,2013,feed,0,NA
Tweedsmuir,2014,feed,0,NA
Tweedsmuir,2015,feed,0,NA
Tweedsmuir,2016,feed,0,NA
Tweedsmuir,2017,feed,0,NA
Tweedsmuir,2018,feed,0,NA
Tweedsmuir,2019,feed,0,NA
Tweedsmuir,2020,feed,0,NA
Tweedsmuir,2021,feed,0,NA
Tweedsmuir,2022,feed,0,NA
Tweedsmuir,2023,feed,0,NA
Wells Gray North,1973,reduce wolves,NA,NA
Wells Gray North,1974,reduce wolves,NA,NA
Wells Gray North,1975,reduce wolves,NA,NA
Wells Gray North,1976,reduce wolves,NA,NA
Wells Gray North,1977,reduce wolves,NA,NA
Wells Gray North,1978,reduce wolves,NA,NA
Wells Gray North,1979,reduce wolves,NA,NA
Wells Gray North,1980,reduce wolves,NA,NA
Wells Gray North,1981,reduce wolves,NA,NA
Wells Gray North,1982,reduce wolves,NA,NA
Wells Gray North,1983,reduce wolves,NA,NA
Wells Gray North,1984,reduce wolves,NA,NA
Wells Gray North,1985,reduce wolves,NA,NA
Wells Gray North,1986,reduce wolves,NA,NA
Wells Gray North,1987,reduce wolves,NA,NA
Wells Gray North,1988,reduce wolves,NA,NA
Wells Gray North,1989,reduce wolves,NA,NA
Wells Gray North,1990,reduce wolves,NA,NA
Wells Gray North,1991,reduce wolves,NA,NA
Wells Gray North,1992,reduce wolves,0,NA
Wells Gray North,1993,reduce wolves,0,NA
Wells Gray North,1994,reduce wolves,0,NA
Wells Gray North,1995,reduce wolves,0,NA
Wells Gray North,1996,reduce wolves,0,NA
Wells Gray North,1997,reduce wolves,0,NA
Wells Gray North,1998,reduce wolves,0,NA
Wells Gray North,1999,reduce wolves,0,NA
Wells Gray North,2000,reduce wolves,0,NA
Wells Gray North,2001,reduce wolves,0,NA
Wells Gray North,2002,reduce wolves,1,low
Wells Gray North,2003,reduce wolves,1,low
Wells Gray North,2004,reduce wolves,1,low
Wells Gray North,2005,reduce wolves,1,low
Wells Gray North,2006,reduce wolves,1,NA
Wells Gray North,2007,reduce wolves,1,NA
Wells Gray North,2008,reduce wolves,1,NA
Wells Gray North,2009,reduce wolves,1,NA
Wells Gray North,2010,reduce wolves,1,NA
Wells Gray North,2011,reduce wolves,1,NA
Wells Gray North,2012,reduce wolves,1,NA
Wells Gray North,2013,reduce wolves,0,NA
Wells Gray North,2014,reduce wolves,0,NA
Wells Gray North,2015,reduce wolves,0,NA
Wells Gray North,2016,reduce wolves,0,NA
Wells Gray North,2017,reduce wolves,0,NA
Wells Gray North,2018,reduce wolves,0,NA
Wells Gray North,2019,reduce wolves,0,NA
Wells Gray North,2020,reduce wolves,0,NA
Wells Gray North,2021,reduce wolves,0,NA
Wells Gray North,2022,reduce wolves,0,NA
Wells Gray North,2023,reduce wolves,0,NA
Wells Gray North,1973,sterilize wolves,NA,NA
Wells Gray North,1974,sterilize wolves,NA,NA
Wells Gray North,1975,sterilize wolves,NA,NA
Wells Gray North,1976,sterilize wolves,NA,NA
Wells Gray North,1977,sterilize wolves,NA,NA
Wells Gray North,1978,sterilize wolves,NA,NA
Wells Gray North,1979,sterilize wolves,NA,NA
Wells Gray North,1980,sterilize wolves,NA,NA
Wells Gray North,1981,sterilize wolves,NA,NA
Wells Gray North,1982,sterilize wolves,NA,NA
Wells Gray North,1983,sterilize wolves,NA,NA
Wells Gray North,1984,sterilize wolves,NA,NA
Wells Gray North,1985,sterilize wolves,NA,NA
Wells Gray North,1986,sterilize wolves,NA,NA
Wells Gray North,1987,sterilize wolves,NA,NA
Wells Gray North,1988,sterilize wolves,NA,NA
Wells Gray North,1989,sterilize wolves,NA,NA
Wells Gray North,1990,sterilize wolves,NA,NA
Wells Gray North,1991,sterilize wolves,NA,NA
Wells Gray North,1992,sterilize wolves,0,NA
Wells Gray North,1993,sterilize wolves,0,NA
Wells Gray North,1994,sterilize wolves,0,NA
Wells Gray North,1995,sterilize wolves,0,NA
Wells Gray North,1996,sterilize wolves,0,NA
Wells Gray North,1997,sterilize wolves,0,NA
Wells Gray North,1998,sterilize wolves,0,NA
Wells Gray North,1999,sterilize wolves,0,NA
Wells Gray North,2000,sterilize wolves,0,NA
Wells Gray North,2001,sterilize wolves,0,NA
Wells Gray North,2002,sterilize wolves,1,low
Wells Gray North,2003,sterilize wolves,1,low
Wells Gray North,2004,sterilize wolves,1,low
Wells Gray North,2005,sterilize wolves,1,low
Wells Gray North,2006,sterilize wolves,1,NA
Wells Gray North,2007,sterilize wolves,1,NA
Wells Gray North,2008,sterilize wolves,1,NA
Wells Gray North,2009,sterilize wolves,1,NA
Wells Gray North,2010,sterilize wolves,1,NA
Wells Gray North,2011,sterilize wolves,1,NA
Wells Gray North,2012,sterilize wolves,1,NA
Wells Gray North,2013,sterilize wolves,0,NA
Wells Gray North,2014,sterilize wolves,0,NA
Wells Gray North,2015,sterilize wolves,0,NA
Wells Gray North,2016,sterilize wolves,0,NA
Wells Gray North,2017,sterilize wolves,0,NA
Wells Gray North,2018,sterilize wolves,0,NA
Wells Gray North,2019,sterilize wolves,0,NA
Wells Gray North,2020,sterilize wolves,0,NA
Wells Gray North,2021,sterilize wolves,0,NA
Wells Gray North,2022,sterilize wolves,0,NA
Wells Gray North,2023,sterilize wolves,0,NA
Wells Gray North,1973,transplant,NA,NA
Wells Gray North,1974,transplant,NA,NA
Wells Gray North,1975,transplant,NA,NA
Wells Gray North,1976,transplant,NA,NA
Wells Gray North,1977,transplant,NA,NA
Wells Gray North,1978,transplant,NA,NA
Wells Gray North,1979,transplant,NA,NA
Wells Gray North,1980,transplant,NA,NA
Wells Gray North,1981,transplant,NA,NA
Wells Gray North,1982,transplant,NA,NA
Wells Gray North,1983,transplant,NA,NA
Wells Gray North,1984,transplant,NA,NA
Wells Gray North,1985,transplant,NA,NA
Wells Gray North,1986,transplant,NA,NA
Wells Gray North,1987,transplant,NA,NA
Wells Gray North,1988,transplant,NA,NA
Wells Gray North,1989,transplant,NA,NA
Wells Gray North,1990,transplant,NA,NA
Wells Gray North,1991,transplant,NA,NA
Wells Gray North,1992,transplant,0,NA
Wells Gray North,1993,transplant,0,NA
Wells Gray North,1994,transplant,0,NA
Wells Gray North,1995,transplant,0,NA
Wells Gray North,1996,transplant,0,NA
Wells Gray North,1997,transplant,0,NA
Wells Gray North,1998,transplant,0,NA
Wells Gray North,1999,transplant,0,NA
Wells Gray North,2000,transplant,0,NA
Wells Gray North,2001,transplant,0,NA
Wells Gray North,2002,transplant,0,NA
Wells Gray North,2003,transplant,0,NA
Wells Gray North,2004,transplant,0,NA
Wells Gray North,2005,transplant,0,NA
Wells Gray North,2006,transplant,0,NA
Wells Gray North,2007,transplant,0,NA
Wells Gray North,2008,transplant,0,NA
Wells Gray North,2009,transplant,0,NA
Wells Gray North,2010,transplant,0,NA
Wells Gray North,2011,transplant,0,NA
Wells Gray North,2012,transplant,0,NA
Wells Gray North,2013,transplant,0,NA
Wells Gray North,2014,transplant,0,NA
Wells Gray North,2015,transplant,0,NA
Wells Gray North,2016,transplant,0,NA
Wells Gray North,2017,transplant,0,NA
Wells Gray North,2018,transplant,0,NA
Wells Gray North,2019,transplant,0,NA
Wells Gray North,2020,transplant,0,NA
Wells Gray North,2021,transplant,0,NA
Wells Gray North,2022,transplant,0,NA
Wells Gray North,2023,transplant,0,NA
Wells Gray North,1973,pen,NA,NA
Wells Gray North,1974,pen,NA,NA
Wells Gray North,1975,pen,NA,NA
Wells Gray North,1976,pen,NA,NA
Wells Gray North,1977,pen,NA,NA
Wells Gray North,1978,pen,NA,NA
Wells Gray North,1979,pen,NA,NA
Wells Gray North,1980,pen,NA,NA
Wells Gray North,1981,pen,NA,NA
Wells Gray North,1982,pen,NA,NA
Wells Gray North,1983,pen,NA,NA
Wells Gray North,1984,pen,NA,NA
Wells Gray North,1985,pen,NA,NA
Wells Gray North,1986,pen,NA,NA
Wells Gray North,1987,pen,NA,NA
Wells Gray North,1988,pen,NA,NA
Wells Gray North,1989,pen,NA,NA
Wells Gray North,1990,pen,NA,NA
Wells Gray North,1991,pen,NA,NA
Wells Gray North,1992,pen,0,NA
Wells Gray North,1993,pen,0,NA
Wells Gray North,1994,pen,0,NA
Wells Gray North,1995,pen,0,NA
Wells Gray North,1996,pen,0,NA
Wells Gray North,1997,pen,0,NA
Wells Gray North,1998,pen,0,NA
Wells Gray North,1999,pen,0,NA
