herd,year,count,Sightability,sd,MinUsed,Est_CL,Est_CL.min,Est_CL.max
Duncan,1999,26,0.8235294117647058,0.09245944094039717,0,31.571428571428573,26.649957192829188,38.72231259639938
Duncan,1997,24,0.9565217391304348,0.04252257799320223,0,25.09090909090909,23.381216080366325,27.07036165465732
Duncan,1996,42,0.99,0.07486035635450085,1,42.42424242424242,37.73130444642536,48.45039806489786
Duncan,1995,36,0.99,0.07486035635450085,1,36.36363636363637,32.34111809693602,41.52891262705531
Frisby-Boulder,2020,6,NA,NA,0,7.439315303725545,6.45397315677602,8.779736864448097
Frisby-Boulder,2013,11,NA,NA,0,13.638744723496831,11.832284120756036,16.09618425148818
Frisby-Boulder,2011,10,0.99,0.07486035635450085,1,10.1010101010101,8.983643915815563,11.53580906307092
Frisby-Boulder,2008,12,1,0,0,12,12,12
Frisby-Boulder,2006,16,1,0,0,16,16,16
Frisby-Boulder,2004,16,0.5,0.3535533905932738,0,32,14.793688680607936,-196.2171912711671
Frisby-Boulder,2002,20,1,0.17305868747135875,0,20,15.568375118492602,27.95856023921583
Frisby-Boulder,1997,35,1,0.22135025058362418,0,35,25.65816943975058,55.03905851817696
Frisby-Boulder,1996,20,0.75,0.21650635094610965,0,26.666666666666668,18.08121313903838,50.77694712578027
Frisby-Boulder,1994,36,0.5,0.3535533905932738,0,72,33.28579953136786,-441.488680360126
George Mountain,2010,0,NA,NA,0,0,0,0
George Mountain,2009,0,NA,NA,0,0,0,0
George Mountain,2007,0,NA,NA,0,0,0,0
George Mountain,2006,0,NA,NA,0,0,0,0
George Mountain,2005,0,NA,NA,0,0,0,0
George Mountain,2004,0,NA,NA,0,0,0,0
George Mountain,2002,3,NA,NA,0,3.7196576518627724,3.22698657838801,4.389868432224048
George Mountain,1999,6,0.99,0.07486035635450085,1,6.0606060606060606,5.390186349489337,6.921485437842551
Graham,2021,109,0.47368421052631576,0.11454888159631764,0,230.11111111111111,164.62771505478267,382.09618880462614
Graham,2019,80,0.99,0.07486035635450085,1,80.8080808080808,71.8691513265245,92.28647250456736
Graham,2016,76,0.2608695652173913,0.09156053715170007,0,291.3333333333333,184.7023152080944,689.2410293484785
Graham,2015,189,NA,NA,0,234.33843206735466,203.30015443844462,276.56171123011507
Graham,2009,190,0.99,0.07486035635450085,1,191.91919191919192,170.68923440049568,219.18037219834747
Graham,2002,113,NA,NA,0,140.10710488683108,121.54982778594838,165.35171094710583
Graham,1989,581,0.3333333333333333,0.15713484026367724,0,1743,981.75627269417555,7760.108071367562
Graham,1988,209,0.125,0.11692679333668567,0,1672,658.6265154757502,-3104.2507194047375
Groundhog,2021,34,1,0,0,34,34,34
Groundhog,2020,31,NA,NA,0,38.43646240258198,33.3455279766761,45.3619737996485
Groundhog,2019,18,NA,NA,0,22.317945911176633,19.36191947032806,26.339210593344294
Groundhog,2018,19,NA,NA,0,23.55783179513089,20.437581663124064,27.80250007075231
Groundhog,2017,13,NA,NA,0,16.118516491405348,13.983608506348043,19.022763206304212
Groundhog,2013,11,NA,NA,0,13.638744723496831,11.832284120756036,16.09618425148818
Groundhog,2011,6,NA,NA,0,7.439315303725545,6.45397315677602,8.779736864448097
Groundhog,2010,9,NA,NA,0,11.158972955588316,9.68095973516403,13.169605296672147
Groundhog,2008,23,NA,NA,0,28.51737533094792,24.740230434308078,33.655657980384376
Groundhog,2006,23,NA,NA,0,28.51737533094792,24.740230434308078,33.655657980384376
Groundhog,1999,24,NA,NA,0,29.75726121490218,25.81589262710408,35.11894745779239
Hart North,2021,114,0.9333333333333333,0.06440611887195305,0,122.14285714285714,109.69219679136745,137.78184521650294
Hart North,2020,109,0.9166666666666666,0.07978559231302819,0,118.90909090909092,104.01736058240698,138.77724903743828
Hart North,2019,110,0.9166666666666666,0.07978559231302819,0,120,104.97164829417218,140.05043480842397
Hart North,2016,110,NA,NA,0,136.3874472349683,118.32284120756037,160.9618425148818
Hart North,2013,84,0.8333333333333334,0.1075828707279838,0,100.8,83.14435987511916,127.97549726693977
Hart North,2012,111,0.8888888888888888,0.10475656017578484,0,124.875,104.59879269706768,154.90244015875226
Hart North,2010,149,0.5882352941176471,0.11936462498726878,0,253.29999999999998,189.9124140129765,380.20059161526456
Hart North,2009,147,0.8,0.08944271909999157,0,183.75,155.20738900081997,225.15618136978395
Hart North,2008,121,0.7777777777777778,0.13857990321384966,0,155.57142857142856,120.3117049677174,220.0661703057401
Hart North,2007,159,0.7692307692307693,0.11685454235580768,0,206.7,165.37711293362315,275.55247718816537
Hart North,2006,191,NA,NA,0,236.81820383526318,205.45147882403663,279.4882901849311
Hart South,2021,282,1,0.062026988862488815,0,282,255.89253991203023,314.03995555518475
Hart South,2020,289,1,0.037302470622617385,0,289,272.2929311198361,307.8912753782901
Quintette,2013,83,0.6470588235294118,0.1159040430757386,0,128.27272727272725,99.08039205206985,181.85241776614436
Hart South,2019,235,0.9117647058823529,0.04864330767996384,0,257.741935483871,236.94874932334537,282.5355423079221
Hart South,2016,203,NA,NA,0,251.69683444271425,218.3594251375887,297.0477639138273
Hart South,2012,348,NA,NA,0,431.48028761608157,374.33044309300914,509.2247381379897
Hart South,2010,298,NA,NA,0,369.4859934183687,320.547333453209,436.0602642675889
Hart South,2006,387,NA,NA,0,479.8358370902976,416.2812686120533,566.2930277569023
Hart South,2005,368,NA,NA,0,456.27800529516674,395.84368694892925,538.49052768615
Itcha-Ilgachuz,2020,382,0.6666666666666666,0.10286889997472795,0,573,457.0085496572361,767.8966816620366
Itcha-Ilgachuz,2019,185,0.48,0.09991996797437437,0,385.4166666666667,287.10954528812226,586.09842830263
